gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
789,194901280INJ,NBA,1,1949,1/28/1949,37,0,FTW,Pistons,63,1434.7202,1422.8121,38.911442,INJ,Jets,77,1355.2256,1367.1337,A,L,0.47052461,
790,194901290CHS,NBA,0,1949,1/29/1949,36,0,CHS,Stags,87,1497.7698,1500.5057,47.01561,INJ,Jets,81,1367.1337,1364.3977,H,W,0.79045135,at St. Louis MO
790,194901290CHS,NBA,1,1949,1/29/1949,39,0,INJ,Jets,81,1367.1337,1364.3977,32.890526,CHS,Stags,87,1497.7698,1500.5057,A,L,0.20954865,at St. Louis MO
791,194901290NYK,NBA,1,1949,1/29/1949,40,0,PHW,Warriors,78,1471.2723,1480.6417,44.963284,NYK,Knicks,73,1456.5277,1447.1583,A,W,0.37971234,
791,194901290NYK,NBA,0,1949,1/29/1949,38,0,NYK,Knicks,73,1456.5277,1447.1583,41.463417,PHW,Warriors,78,1471.2723,1480.6417,H,L,0.62028766,
792,194901290PRO,NBA,1,1949,1/29/1949,39,0,BOS,Celtics,85,1284.6344,1278.4106,24.711161,PRO,Steamrollers,91,1240.4263,1246.65,A,L,0.42039216,
792,194901290PRO,NBA,0,1949,1/29/1949,40,0,PRO,Steamrollers,91,1240.4263,1246.65,21.998983,BOS,Celtics,85,1284.6344,1278.4106,H,W,0.57960784,
793,194901290ROC,NBA,0,1949,1/29/1949,37,0,ROC,Kings,90,1603.1184,1605.3964,57.140755,BLB,Baltimore,86,1475.9066,1473.6287,H,W,0.78716761,
793,194901290ROC,NBA,1,1949,1/29/1949,39,0,BLB,Baltimore,86,1475.9066,1473.6287,44.23333,ROC,Kings,90,1603.1184,1605.3964,A,L,0.21283239,
794,194901290STB,NBA,1,1949,1/29/1949,38,0,FTW,Pistons,73,1422.8121,1412.3123,37.814674,STB,Bombers,86,1363.0999,1373.5997,A,L,0.44227976,
794,194901290STB,NBA,0,1949,1/29/1949,37,0,STB,Bombers,86,1363.0999,1373.5997,33.822178,FTW,Pistons,73,1422.8121,1412.3123,H,W,0.55772024,
795,194901300FTW,NBA,0,1949,1/30/1949,39,0,FTW,Pistons,78,1412.3123,1396.8783,36.211243,BLB,Baltimore,93,1473.6287,1489.0626,H,L,0.55544126,
795,194901300FTW,NBA,1,1949,1/30/1949,40,0,BLB,Baltimore,93,1473.6287,1489.0626,45.836391,FTW,Pistons,78,1412.3123,1396.8783,A,W,0.44455874,
796,194901300LAL,NBA,1,1949,1/30/1949,40,0,WSC,Capitols,79,1520.088,1517.0225,48.699402,MNL,Lakers,84,1610.0941,1613.1597,A,L,0.25091034,
796,194901300LAL,NBA,0,1949,1/30/1949,37,0,MNL,Lakers,84,1610.0941,1613.1597,57.823456,WSC,Capitols,79,1520.088,1517.0225,H,W,0.74908966,
797,194902010BOS,NBA,0,1949,2/1/1949,40,0,BOS,Celtics,68,1278.4106,1275.1365,24.42289,ROC,Kings,76,1605.3964,1608.6705,H,L,0.2130505,
797,194902010BOS,NBA,1,1949,2/1/1949,38,0,ROC,Kings,76,1605.3964,1608.6705,57.430012,BOS,Celtics,68,1278.4106,1275.1365,A,W,0.78694952,
798,194902010INJ,NBA,1,1949,2/1/1949,41,0,WSC,Capitols,69,1517.0225,1501.5771,47.125534,INJ,Jets,83,1364.3977,1379.843,A,L,0.57515919,
798,194902010INJ,NBA,0,1949,2/1/1949,40,0,INJ,Jets,83,1364.3977,1379.843,34.458725,WSC,Capitols,69,1517.0225,1501.5771,H,W,0.42484078,
799,194902010GSW,NBA,0,1949,2/1/1949,41,0,PHW,Warriors,93,1480.6417,1482.3356,45.139225,PRO,Steamrollers,86,1246.65,1244.9562,H,W,0.87242931,
799,194902010GSW,NBA,1,1949,2/1/1949,41,0,PRO,Steamrollers,86,1246.65,1244.9562,21.859747,PHW,Warriors,93,1480.6417,1482.3356,A,L,0.12757069,
800,194902020CHS,NBA,0,1949,2/2/1949,37,0,CHS,Stags,77,1500.5057,1507.0782,47.688473,BLB,Baltimore,67,1489.0626,1482.4901,H,W,0.65509653,
800,194902020CHS,NBA,1,1949,2/2/1949,41,0,BLB,Baltimore,67,1489.0626,1482.4901,45.15527,CHS,Stags,77,1500.5057,1507.0782,A,L,0.34490347,
801,194902020FTW,NBA,0,1949,2/2/1949,40,0,FTW,Pistons,79,1396.8783,1393.4142,35.85321,MNL,Lakers,82,1613.1597,1616.6238,H,L,0.33863807,
801,194902020FTW,NBA,1,1949,2/2/1949,38,0,MNL,Lakers,82,1613.1597,1616.6238,58.124542,FTW,Pistons,79,1396.8783,1393.4142,A,W,0.66136193,
802,194902020WSC,NBA,0,1949,2/2/1949,42,0,WSC,Capitols,83,1501.5771,1508.8843,47.872734,INJ,Jets,57,1379.843,1372.5359,H,W,0.78183711,
802,194902020WSC,NBA,1,1949,2/2/1949,41,0,INJ,Jets,57,1379.843,1372.5359,33.714058,WSC,Capitols,83,1501.5771,1508.8843,A,L,0.21816289,
803,194902030BLB,NBA,0,1949,2/3/1949,42,0,BLB,Baltimore,84,1482.4901,1484.6127,45.375507,BOS,Celtics,76,1275.1365,1273.0139,H,W,0.85436684,
803,194902030BLB,NBA,1,1949,2/3/1949,41,0,BOS,Celtics,76,1275.1365,1273.0139,24.237051,BLB,Baltimore,84,1482.4901,1484.6127,A,L,0.14563316,
804,194902030GSW,NBA,0,1949,2/3/1949,42,0,PHW,Warriors,76,1482.3356,1478.0953,44.698513,MNL,Lakers,78,1616.6238,1620.864,H,L,0.45081487,
804,194902030GSW,NBA,1,1949,2/3/1949,39,0,MNL,Lakers,78,1616.6238,1620.864,58.490063,PHW,Warriors,76,1482.3356,1478.0953,A,W,0.54918516,
805,194902030PRO,NBA,0,1949,2/3/1949,42,0,PRO,Steamrollers,88,1244.9562,1263.8334,23.442801,ROC,Kings,80,1608.6705,1589.7933,H,W,0.1797471,
805,194902030PRO,NBA,1,1949,2/3/1949,39,0,ROC,Kings,80,1608.6705,1589.7933,55.736401,PRO,Steamrollers,88,1244.9562,1263.8334,A,L,0.8202529,
806,194902030STB,NBA,0,1949,2/3/1949,38,0,STB,Bombers,65,1373.5997,1365.0912,32.960445,WSC,Capitols,74,1508.8843,1517.3928,H,L,0.4493953,
806,194902030STB,NBA,1,1949,2/3/1949,43,0,WSC,Capitols,74,1508.8843,1517.3928,48.736874,STB,Bombers,65,1373.5997,1365.0912,A,W,0.5506047,
807,194902040BOS,NBA,1,1949,2/4/1949,42,0,INJ,Jets,64,1372.5359,1361.5438,32.603294,BOS,Celtics,75,1273.0139,1284.006,A,L,0.49931204,
807,194902040BOS,NBA,0,1949,2/4/1949,42,0,BOS,Celtics,75,1273.0139,1284.006,25.208241,INJ,Jets,64,1372.5359,1361.5438,H,W,0.50068796,
808,194902050BLB,NBA,1,1949,2/5/1949,43,0,INJ,Jets,75,1361.5438,1357.2614,32.173904,BLB,Baltimore,87,1484.6127,1488.8951,A,L,0.21685523,
808,194902050BLB,NBA,0,1949,2/5/1949,43,0,BLB,Baltimore,87,1484.6127,1488.8951,45.819065,INJ,Jets,75,1361.5438,1357.2614,H,W,0.78314477,
809,194902050PRO,NBA,1,1949,2/5/1949,38,0,CHS,Stags,91,1507.0782,1514.767,48.470909,PRO,Steamrollers,75,1263.8334,1256.1447,A,W,0.69520849,
809,194902050PRO,NBA,0,1949,2/5/1949,43,0,PRO,Steamrollers,75,1263.8334,1256.1447,22.789768,CHS,Stags,91,1507.0782,1514.767,H,L,0.30479151,
810,194902050ROC,NBA,1,1949,2/5/1949,41,0,FTW,Pistons,61,1393.4142,1389.4869,35.448277,ROC,Kings,80,1589.7933,1593.7206,A,L,0.15367085,
810,194902050ROC,NBA,0,1949,2/5/1949,40,0,ROC,Kings,80,1589.7933,1593.7206,56.09383,FTW,Pistons,61,1393.4142,1389.4869,H,W,0.84632915,
811,194902050WSC,NBA,1,1949,2/5/1949,39,0,NYK,Knicks,83,1447.1583,1464.6285,43.293591,WSC,Capitols,73,1517.3928,1499.9226,A,W,0.27290201,
811,194902050WSC,NBA,0,1949,2/5/1949,44,0,WSC,Capitols,73,1517.3928,1499.9226,46.955746,NYK,Knicks,83,1447.1583,1464.6285,H,L,0.72709799,
812,194902060FTW,NBA,1,1949,2/6/1949,45,0,WSC,Capitols,72,1499.9226,1489.1436,45.844761,FTW,Pistons,82,1389.4869,1400.2661,A,L,0.51501358,
812,194902060FTW,NBA,0,1949,2/6/1949,42,0,FTW,Pistons,82,1389.4869,1400.2661,36.562107,WSC,Capitols,72,1499.9226,1489.1436,H,W,0.48498639,
813,194902060LAL,NBA,0,1949,2/6/1949,40,0,MNL,Lakers,74,1620.864,1604.3101,57.044361,ROC,Kings,85,1593.7206,1610.2745,H,L,0.67522126,
813,194902060LAL,NBA,1,1949,2/6/1949,41,0,ROC,Kings,85,1593.7206,1610.2745,57.571014,MNL,Lakers,74,1620.864,1604.3101,A,W,0.32477874,
814,194902060NYK,NBA,1,1949,2/6/1949,39,0,CHS,Stags,87,1514.767,1528.6141,49.865601,NYK,Knicks,75,1464.6285,1450.7814,A,W,0.42873204,
814,194902060NYK,NBA,0,1949,2/6/1949,40,0,NYK,Knicks,75,1464.6285,1450.7814,41.843361,CHS,Stags,87,1514.767,1528.6141,H,L,0.57126796,
815,194902060STB,NBA,0,1949,2/6/1949,39,0,STB,Bombers,74,1365.0912,1359.7651,32.424713,PHW,Warriors,77,1478.0953,1483.4214,H,L,0.48129424,
815,194902060STB,NBA,1,1949,2/6/1949,43,0,PHW,Warriors,77,1478.0953,1483.4214,45.25193,STB,Bombers,74,1365.0912,1359.7651,A,W,0.51870573,
816,194902070BOS,NBA,0,1949,2/7/1949,43,0,BOS,Celtics,95,1284.006,1300.4303,26.698738,BLB,Baltimore,83,1488.8951,1472.4708,H,W,0.35347697,
816,194902070BOS,NBA,1,1949,2/7/1949,44,0,BLB,Baltimore,83,1488.8951,1472.4708,44.112606,BOS,Celtics,95,1284.006,1300.4303,A,L,0.646523,
817,194902070INJ,NBA,0,1949,2/7/1949,44,0,INJ,Jets,90,1357.2614,1373.3462,33.796402,PHW,Warriors,73,1483.4214,1467.3365,H,W,0.46242368,
817,194902070INJ,NBA,1,1949,2/7/1949,44,0,PHW,Warriors,73,1483.4214,1467.3365,43.576645,INJ,Jets,90,1357.2614,1373.3462,A,L,0.53757632,
818,194902080CHS,NBA,1,1949,2/8/1949,40,0,STB,Bombers,75,1359.7651,1369.917,33.448345,CHS,Stags,73,1528.6141,1518.4623,A,W,0.17543042,
818,194902080CHS,NBA,0,1949,2/8/1949,40,0,CHS,Stags,73,1528.6141,1518.4623,48.845005,STB,Bombers,75,1359.7651,1369.917,H,L,0.82456958,
819,194902080FTW,NBA,1,1949,2/8/1949,45,0,PHW,Warriors,87,1467.3365,1463.0736,43.130959,FTW,Pistons,89,1400.2661,1404.5291,A,L,0.45275193,at Chicago IL
819,194902080FTW,NBA,0,1949,2/8/1949,43,0,FTW,Pistons,89,1400.2661,1404.5291,37.004539,PHW,Warriors,87,1467.3365,1463.0736,H,W,0.54724807,at Chicago IL
820,194902080ROC,NBA,0,1949,2/8/1949,42,0,ROC,Kings,97,1610.2745,1612.5686,57.771866,PRO,Steamrollers,65,1256.1447,1253.8506,H,W,0.93176872,
820,194902080ROC,NBA,1,1949,2/8/1949,44,0,PRO,Steamrollers,65,1256.1447,1253.8506,22.597107,ROC,Kings,97,1610.2745,1612.5686,A,L,0.068231285,
821,194902090FTW,NBA,0,1949,2/9/1949,44,0,FTW,Pistons,67,1404.5291,1396.0306,36.123562,INJ,Jets,70,1373.3462,1381.8446,H,L,0.68029964,
821,194902090FTW,NBA,1,1949,2/9/1949,45,0,INJ,Jets,70,1373.3462,1381.8446,34.663506,FTW,Pistons,67,1404.5291,1396.0306,A,W,0.31970036,
822,194902090STB,NBA,0,1949,2/9/1949,41,0,STB,Bombers,83,1369.917,1357.4497,32.192749,NYK,Knicks,95,1450.7814,1463.2487,H,L,0.52751058,
822,194902090STB,NBA,1,1949,2/9/1949,41,0,NYK,Knicks,95,1450.7814,1463.2487,43.149269,STB,Bombers,83,1369.917,1357.4497,A,W,0.47248942,
823,194902090WSC,NBA,0,1949,2/9/1949,46,0,WSC,Capitols,99,1489.1436,1496.7981,46.634548,ROC,Kings,94,1612.5686,1604.9141,H,W,0.46633965,
823,194902090WSC,NBA,1,1949,2/9/1949,43,0,ROC,Kings,94,1612.5686,1604.9141,57.097984,WSC,Capitols,99,1489.1436,1496.7981,A,L,0.53366035,
824,194902100BLB,NBA,1,1949,2/10/1949,44,0,ROC,Kings,90,1604.9141,1616.2831,58.095028,BLB,Baltimore,76,1472.4708,1461.1018,A,W,0.54655433,
824,194902100BLB,NBA,0,1949,2/10/1949,45,0,BLB,Baltimore,76,1472.4708,1461.1018,42.924633,ROC,Kings,90,1604.9141,1616.2831,H,L,0.45344567,
825,194902100LAL,NBA,1,1949,2/10/1949,42,0,NYK,Knicks,75,1463.2487,1457.7618,42.574924,MNL,Lakers,95,1604.3101,1609.7969,A,L,0.19978142,
825,194902100LAL,NBA,0,1949,2/10/1949,41,0,MNL,Lakers,95,1604.3101,1609.7969,57.529076,NYK,Knicks,75,1463.2487,1457.7618,H,W,0.80021858,
826,194902100GSW,NBA,1,1949,2/10/1949,46,0,INJ,Jets,87,1381.8446,1374.1322,33.876335,PHW,Warriors,108,1463.0736,1470.786,A,L,0.2605257,
826,194902100GSW,NBA,0,1949,2/10/1949,46,0,PHW,Warriors,108,1463.0736,1470.786,43.93684,INJ,Jets,87,1381.8446,1374.1322,H,W,0.7394743,
827,194902110BOS,NBA,0,1949,2/11/1949,44,0,BOS,Celtics,94,1300.4303,1308.3158,27.430302,PRO,Steamrollers,77,1253.8506,1245.9651,H,W,0.69926089,
827,194902110BOS,NBA,1,1949,2/11/1949,45,0,PRO,Steamrollers,77,1253.8506,1245.9651,21.942612,BOS,Celtics,94,1300.4303,1308.3158,A,L,0.30073911,
828,194902110CHS,NBA,0,1949,2/11/1949,41,0,CHS,Stags,105,1518.4623,1527.2543,49.729527,MNL,Lakers,97,1609.7969,1601.0049,H,W,0.51246792,
828,194902110CHS,NBA,1,1949,2/11/1949,42,0,MNL,Lakers,97,1609.7969,1601.0049,56.749786,CHS,Stags,105,1518.4623,1527.2543,A,L,0.48753208,
829,194902120NYK,NBA,0,1949,2/12/1949,43,0,NYK,Knicks,85,1457.7618,1467.9053,43.636059,FTW,Pistons,58,1396.0306,1385.8872,H,W,0.71727806,
829,194902120NYK,NBA,1,1949,2/12/1949,45,0,FTW,Pistons,58,1396.0306,1385.8872,35.078075,NYK,Knicks,85,1457.7618,1467.9053,A,L,0.28272194,
830,194902120PRO,NBA,1,1949,2/12/1949,47,0,INJ,Jets,78,1374.1322,1360.5829,32.506775,PRO,Steamrollers,91,1245.9651,1259.5144,A,L,0.54044712,
830,194902120PRO,NBA,0,1949,2/12/1949,46,0,PRO,Steamrollers,91,1245.9651,1259.5144,23.074594,INJ,Jets,78,1374.1322,1360.5829,H,W,0.45955285,
831,194902120ROC,NBA,0,1949,2/12/1949,45,0,ROC,Kings,87,1616.2831,1621.9132,58.579987,CHS,Stags,73,1527.2543,1521.6241,H,W,0.74803078,
831,194902120ROC,NBA,1,1949,2/12/1949,42,0,CHS,Stags,73,1527.2543,1521.6241,49.164028,ROC,Kings,87,1616.2831,1621.9132,A,L,0.25196922,
832,194902120STB,NBA,1,1949,2/12/1949,46,0,BLB,Baltimore,73,1461.1018,1457.0055,42.495697,STB,Bombers,74,1357.4497,1361.546,A,L,0.50525558,
832,194902120STB,NBA,0,1949,2/12/1949,42,0,STB,Bombers,74,1357.4497,1361.546,32.603516,BLB,Baltimore,73,1461.1018,1457.0055,H,W,0.49474439,
833,194902120WSC,NBA,1,1949,2/12/1949,47,0,PHW,Warriors,91,1470.786,1479.1644,44.809715,WSC,Capitols,88,1496.7981,1488.4197,A,W,0.32620853,
833,194902120WSC,NBA,0,1949,2/12/1949,47,0,WSC,Capitols,88,1496.7981,1488.4197,45.769875,PHW,Warriors,91,1470.786,1479.1644,H,L,0.67379147,
834,194902130FTW,NBA,1,1949,2/13/1949,44,0,NYK,Knicks,73,1467.9053,1458.8057,42.684242,FTW,Pistons,82,1385.8872,1394.9868,A,L,0.474145,
834,194902130FTW,NBA,0,1949,2/13/1949,46,0,FTW,Pistons,82,1385.8872,1394.9868,36.015656,NYK,Knicks,73,1467.9053,1458.8057,H,W,0.525855,
835,194902130LAL,NBA,0,1949,2/13/1949,43,0,MNL,Lakers,91,1601.0049,1605.8357,57.17968,BLB,Baltimore,74,1457.0055,1452.1747,H,W,0.8029086,
835,194902130LAL,NBA,1,1949,2/13/1949,47,0,BLB,Baltimore,74,1457.0055,1452.1747,41.989441,MNL,Lakers,91,1601.0049,1605.8357,A,L,0.1970914,
836,194902150CHS,NBA,0,1949,2/15/1949,43,0,CHS,Stags,83,1521.6241,1526.2708,49.630981,FTW,Pistons,69,1394.9868,1390.3402,H,W,0.78661305,
836,194902150CHS,NBA,1,1949,2/15/1949,47,0,FTW,Pistons,69,1394.9868,1390.3402,35.536163,CHS,Stags,83,1521.6241,1526.2708,A,L,0.21338695,
837,194902150INJ,NBA,0,1949,2/15/1949,48,0,INJ,Jets,69,1360.5829,1347.9486,31.247238,BLB,Baltimore,82,1452.1747,1464.809,H,L,0.51209801,
837,194902150INJ,NBA,1,1949,2/15/1949,48,0,BLB,Baltimore,82,1452.1747,1464.809,43.312454,INJ,Jets,69,1360.5829,1347.9486,A,W,0.48790199,
838,194902150NYK,NBA,1,1949,2/15/1949,43,0,STB,Bombers,75,1361.546,1358.8898,32.336948,NYK,Knicks,79,1458.8057,1461.4619,A,L,0.24314427,at Chicago IL
838,194902150NYK,NBA,0,1949,2/15/1949,45,0,NYK,Knicks,79,1458.8057,1461.4619,42.962318,STB,Bombers,75,1361.546,1358.8898,H,W,0.75685573,at Chicago IL
839,194902150ROC,NBA,1,1949,2/15/1949,48,0,WSC,Capitols,79,1488.4197,1484.3636,45.349682,ROC,Kings,91,1621.9132,1625.9692,A,L,0.20683718,
839,194902150ROC,NBA,0,1949,2/15/1949,46,0,ROC,Kings,91,1621.9132,1625.9692,58.925674,WSC,Capitols,79,1488.4197,1484.3636,H,W,0.79316282,
840,194902160FTW,NBA,0,1949,2/16/1949,48,0,FTW,Pistons,84,1390.3402,1403.1068,36.856819,BLB,Baltimore,68,1464.809,1452.0424,H,W,0.53667641,
840,194902160FTW,NBA,1,1949,2/16/1949,49,0,BLB,Baltimore,68,1464.809,1452.0424,41.975567,FTW,Pistons,84,1390.3402,1403.1068,A,L,0.46332359,
841,194902160LAL,NBA,0,1949,2/16/1949,44,0,MNL,Lakers,90,1605.8357,1613.089,57.817291,CHS,Stags,71,1526.2708,1519.0175,H,W,0.73762465,
841,194902160LAL,NBA,1,1949,2/16/1949,44,0,CHS,Stags,71,1526.2708,1519.0175,48.901093,MNL,Lakers,90,1605.8357,1613.089,A,L,0.26237535,
842,194902170BLB,NBA,1,1949,2/17/1949,47,0,PRO,Steamrollers,102,1259.5144,1270.1552,23.988054,BLB,Baltimore,100,1452.0424,1441.4016,A,W,0.15657628,
842,194902170BLB,NBA,0,1949,2/17/1949,50,0,BLB,Baltimore,100,1452.0424,1441.4016,40.859585,PRO,Steamrollers,102,1259.5144,1270.1552,H,L,0.84342372,
843,194902170GSW,NBA,1,1949,2/17/1949,46,0,NYK,Knicks,82,1461.4619,1457.5684,42.554657,PHW,Warriors,86,1479.1644,1483.058,A,L,0.33680832,
843,194902170GSW,NBA,0,1949,2/17/1949,48,0,PHW,Warriors,86,1479.1644,1483.058,45.214218,NYK,Knicks,82,1461.4619,1457.5684,H,W,0.66319168,
844,194902170STB,NBA,0,1949,2/17/1949,44,0,STB,Bombers,63,1358.8898,1355.4567,31.993555,ROC,Kings,68,1625.9692,1629.4023,H,L,0.27652061,
844,194902170STB,NBA,1,1949,2/17/1949,47,0,ROC,Kings,68,1625.9692,1629.4023,59.215832,STB,Bombers,63,1358.8898,1355.4567,A,W,0.72347939,
845,194902180BOS,NBA,0,1949,2/18/1949,45,0,BOS,Celtics,71,1308.3158,1303.1156,26.946733,MNL,Lakers,85,1613.089,1618.2892,H,L,0.23527355,
845,194902180BOS,NBA,1,1949,2/18/1949,45,0,MNL,Lakers,85,1613.089,1618.2892,58.268505,BOS,Celtics,71,1308.3158,1303.1156,A,W,0.76472646,
846,194902180INJ,NBA,0,1949,2/18/1949,49,0,INJ,Jets,53,1347.9486,1342.6592,30.725506,ROC,Kings,65,1629.4023,1634.6918,H,L,0.26027656,
846,194902180INJ,NBA,1,1949,2/18/1949,48,0,ROC,Kings,65,1629.4023,1634.6918,59.658463,INJ,Jets,53,1347.9486,1342.6592,A,W,0.73972344,
847,194902190NYK,NBA,1,1949,2/19/1949,46,0,BOS,Celtics,87,1303.1156,1324.283,28.941307,NYK,Knicks,77,1457.5684,1436.401,A,W,0.18774223,
847,194902190NYK,NBA,0,1949,2/19/1949,47,0,NYK,Knicks,77,1457.5684,1436.401,40.335102,BOS,Celtics,87,1303.1156,1324.283,H,L,0.81225777,
848,194902190PRO,NBA,1,1949,2/19/1949,46,0,MNL,Lakers,94,1618.2892,1622.4391,58.624981,PRO,Steamrollers,80,1270.1552,1266.0052,A,W,0.8066479,
848,194902190PRO,NBA,0,1949,2/19/1949,48,0,PRO,Steamrollers,80,1270.1552,1266.0052,23.629286,MNL,Lakers,94,1618.2892,1622.4391,H,L,0.19335212,
849,194902190ROC,NBA,1,1949,2/19/1949,50,0,INJ,Jets,73,1342.6592,1340.8033,30.54328,ROC,Kings,87,1634.6918,1636.5476,A,L,0.094771326,
849,194902190ROC,NBA,0,1949,2/19/1949,49,0,ROC,Kings,87,1634.6918,1636.5476,59.812481,INJ,Jets,73,1342.6592,1340.8033,H,W,0.90522867,
850,194902190STB,NBA,0,1949,2/19/1949,45,0,STB,Bombers,63,1355.4567,1363.3254,32.782509,CHS,Stags,59,1519.0175,1511.1487,H,W,0.40953565,
850,194902190STB,NBA,1,1949,2/19/1949,45,0,CHS,Stags,59,1519.0175,1511.1487,48.103359,STB,Bombers,63,1355.4567,1363.3254,A,L,0.59046435,
851,194902190WSC,NBA,1,1949,2/19/1949,51,0,BLB,Baltimore,88,1441.4016,1437.9381,40.496304,WSC,Capitols,92,1484.3636,1487.8271,A,L,0.30513662,
851,194902190WSC,NBA,0,1949,2/19/1949,49,0,WSC,Capitols,92,1484.3636,1487.8271,45.708549,BLB,Baltimore,88,1441.4016,1437.9381,H,W,0.69486338,
852,194902200CHS,NBA,1,1949,2/20/1949,51,0,INJ,Jets,72,1340.8033,1335.6281,30.037464,CHS,Stags,95,1511.1487,1516.324,A,L,0.1741879,
852,194902200CHS,NBA,0,1949,2/20/1949,46,0,CHS,Stags,95,1511.1487,1516.324,48.628696,INJ,Jets,72,1340.8033,1335.6281,H,W,0.8258121,
853,194902200FTW,NBA,1,1949,2/20/1949,46,0,STB,Bombers,70,1363.3254,1375.3571,34.001003,FTW,Pistons,64,1403.1068,1391.0752,A,W,0.3090325,
853,194902200FTW,NBA,0,1949,2/20/1949,49,0,FTW,Pistons,64,1403.1068,1391.0752,35.611912,STB,Bombers,70,1363.3254,1375.3571,H,L,0.6909675,
854,194902220INJ,NBA,0,1949,2/22/1949,52,0,INJ,Jets,74,1335.6281,1340.5277,30.516253,BOS,Celtics,68,1324.283,1319.3833,H,W,0.65496904,
854,194902220INJ,NBA,1,1949,2/22/1949,47,0,BOS,Celtics,68,1324.283,1319.3833,28.473562,INJ,Jets,74,1335.6281,1340.5277,A,L,0.34503096,
855,194902220NYK,NBA,1,1949,2/22/1949,47,0,MNL,Lakers,101,1622.4391,1636.7938,59.832863,NYK,Knicks,74,1436.401,1422.0463,A,W,0.62134826,
855,194902220NYK,NBA,0,1949,2/22/1949,48,0,NYK,Knicks,74,1436.401,1422.0463,38.831322,MNL,Lakers,101,1622.4391,1636.7938,H,L,0.37865171,
856,194902220ROC,NBA,0,1949,2/22/1949,50,0,ROC,Kings,92,1636.5476,1638.9725,60.012718,PHW,Warriors,86,1483.058,1480.6331,H,W,0.81141084,
856,194902220ROC,NBA,1,1949,2/22/1949,49,0,PHW,Warriors,86,1483.058,1480.6331,44.962383,ROC,Kings,92,1636.5476,1638.9725,A,L,0.18858916,
857,194902230GSW,NBA,1,1949,2/23/1949,47,0,CHS,Stags,102,1516.324,1534.5919,50.461308,PHW,Warriors,85,1480.6331,1462.3651,A,W,0.40849441,
857,194902230GSW,NBA,0,1949,2/23/1949,50,0,PHW,Warriors,85,1480.6331,1462.3651,43.056835,CHS,Stags,102,1516.324,1534.5919,H,L,0.59150559,
858,194902230STB,NBA,0,1949,2/23/1949,47,0,STB,Bombers,77,1375.3571,1362.8021,32.729832,BOS,Celtics,83,1319.3833,1331.9382,H,L,0.71050894,
858,194902230STB,NBA,1,1949,2/23/1949,48,0,BOS,Celtics,83,1319.3833,1331.9382,29.679005,STB,Bombers,77,1375.3571,1362.8021,A,W,0.28949106,
859,194902230WSC,NBA,0,1949,2/23/1949,50,0,WSC,Capitols,100,1487.8271,1490.3363,45.968082,PRO,Steamrollers,88,1266.0052,1263.4961,H,W,0.86442691,
859,194902230WSC,NBA,1,1949,2/23/1949,49,0,PRO,Steamrollers,88,1266.0052,1263.4961,23.413919,WSC,Capitols,100,1487.8271,1490.3363,A,L,0.13557309,
860,194902240BLB,NBA,1,1949,2/24/1949,48,0,CHS,Stags,87,1534.5919,1550.595,52.034821,BLB,Baltimore,68,1437.9381,1421.9351,A,W,0.4951846,
860,194902240BLB,NBA,0,1949,2/24/1949,52,0,BLB,Baltimore,68,1437.9381,1421.9351,38.819687,CHS,Stags,87,1534.5919,1550.595,H,L,0.5048154,
861,194902240LAL,NBA,1,1949,2/24/1949,50,0,FTW,Pistons,73,1391.0752,1389.8838,35.489147,MNL,Lakers,77,1636.7938,1637.9852,A,L,0.12024456,
861,194902240LAL,NBA,0,1949,2/24/1949,48,0,MNL,Lakers,77,1636.7938,1637.9852,59.931332,FTW,Pistons,73,1391.0752,1389.8838,H,W,0.87975544,
862,194902240PRO,NBA,1,1949,2/24/1949,49,0,NYK,Knicks,84,1422.0463,1413.4304,37.931282,PRO,Steamrollers,89,1263.4961,1272.1119,A,L,0.58347178,
862,194902240PRO,NBA,0,1949,2/24/1949,50,0,PRO,Steamrollers,89,1263.4961,1272.1119,24.158327,NYK,Knicks,84,1422.0463,1413.4304,H,W,0.41652822,
863,194902250BOS,NBA,1,1949,2/25/1949,48,0,STB,Bombers,83,1362.8021,1350.7646,31.526386,BOS,Celtics,102,1331.9382,1343.9757,A,L,0.40179789,
863,194902250BOS,NBA,0,1949,2/25/1949,49,0,BOS,Celtics,102,1331.9382,1343.9757,30.85504,STB,Bombers,83,1362.8021,1350.7646,H,W,0.59820211,
864,194902260BLB,NBA,0,1949,2/26/1949,53,0,BLB,Baltimore,114,1421.9351,1419.428,38.557545,MNL,Lakers,115,1637.9852,1640.4923,H,L,0.33893621,
864,194902260BLB,NBA,1,1949,2/26/1949,49,0,MNL,Lakers,115,1637.9852,1640.4923,60.13763,BLB,Baltimore,114,1421.9351,1419.428,A,W,0.66106379,
865,194902260NYK,NBA,1,1949,2/26/1949,53,0,INJ,Jets,76,1340.5277,1337.1909,30.189844,NYK,Knicks,81,1413.4304,1416.7672,A,L,0.26986492,
865,194902260NYK,NBA,0,1949,2/26/1949,50,0,NYK,Knicks,81,1413.4304,1416.7672,38.279549,INJ,Jets,76,1340.5277,1337.1909,H,W,0.73013508,
